s,q1,dq1,d2q1,d3q1,q2,dq2,d2q2,d3q2,q3,dq3,d2q3,d3q3,q4,dq4,d2q4,d3q4,q5,dq5,d2q5,d3q5,q6,dq6,d2q6,d3q6
0,-0.011,-0.55911240022,0.915130564205,9.68341265758,-0.139,-0.211921232225,1.24904024823,5.73100257573,0.189,0.0249912893779,2.32638250371,3.56349789758,0.011,0.419619578327,2.94435240629,-1.71815768261,-0.111,0.476966953789,1.41980419606,-5.52561927078,0.011,1.24133164884,0.825564322812,-17.8978426776
0.025,-0.0246664443843,-0.533181724212,1.16020233273,9.89411486832,-0.143892975201,-0.178935970487,1.38838366475,5.39575478235,0.19036043019,0.0841636246522,2.40325715932,2.56845123056,0.0224050800372,0.492524034332,2.88126885456,-3.33407531485,-0.0986471653827,0.510633478277,1.26951037199,-6.48703532965,0.0422440192538,1.25627473099,0.366035267266,-18.8207043504
0.05,-0.0376075999937,-0.501076350761,1.40837695303,9.92982442387,-0.147918727607,-0.142584754968,1.5178055259,4.9379104183,0.193221532632,0.144936053206,2.45397523937,1.47391483499,0.0356088322918,0.563343803939,2.77750649214,-4.96701629825,-0.0855020930167,0.540249547386,1.09608291494,-7.37283803867,0.0737157835092,1.25946916249,-0.113185341526,-19.4694862054
0.075,-0.0496685920394,-0.462774425497,1.65515998029,9.78164401709,-0.150996525267,-0.103153464144,1.6343005916,4.36273047857,0.197614888474,0.206625476502,2.47628089096,0.298812679418,0.050546404528,0.631060022578,2.63305155089,-6.58392720761,-0.0716730632662,0.565262580884,0.901666321598,-8.16295961568,0.105116150271,1.25051045549,-0.604993427822,-19.8249972638
0.1,-0.0606954243964,-0.41836880865,1.89588600796,9.44483060867,-0.153053706742,-0.0610011619277,1.73503120086,3.67833893342,0.203554347281,0.268498560095,2.46842050123,-0.935674512932,0.0671275549912,0.694663858068,2.44872147642,-8.15149411463,-0.0572814496846,0.585179703999,0.688884918466,-8.839158894,0.136138130978,1.22917709969,-1.10188018165,-19.8741202775
0.125,-0.0705378899466,-0.368070030654,2.12582484491,8.91896395439,-0.154027451008,-0.0165550286796,1.81739695434,2.8955599209,0.21103493367,0.329784946874,2.4291933025,-2.20658299668,0.0852371631431,0.75317729114,2.22616168986,-9.63692281406,-0.042460081484,0.599579125119,0.460791576947,-9.38546299427,0.166471575847,1.19543874235,-1.59608858308,-19.6101616219
0.15,-0.079052521259,-0.312206551462,2.34029060681,8.20801067579,-0.153866399328,0.0296963919214,1.8790994851,2.02768838438,0.220032098818,0.389691582312,2.35798953557,-3.48968561836,0.104736256868,0.805673571571,1.96782291086,-11.0087105392,-0.0273513387076,0.60812009855,0.220806022104,-9.78855645333,0.195808013491,1.14946036146,-2.07977679758,-19.0330499254
0.175,-0.0861055135646,-0.251222283614,2.53475108098,7.3202819656,-0.152532088693,0.0772114870681,1.91820071819,1.09019957356,0.230501340656,0.4474178276,2.25481517854,-4.7600448,0.125463541998,0.851296868592,1.67691949031,-12.2373903855,-0.0121050185862,0.610551229624,-0.0273558289957,-10.0381082545,0.223845543387,1.09160230813,-2.54518458925,-18.1493783391
0.2,-0.0915755518105,-0.18567140545,2.7049347088,6.26828562776,-0.150000160496,0.12540522888,1.93317317429,0.100404334856,0.242378208154,0.50217101575,2.12030257219,-5.99258554446,0.14723740817,0.889280651256,1.35736966341,-13.2962303038,0.00312398284408,0.606716918193,-0.279759842922,-10.1270287117,0.250293677393,1.0224161919,-2.98479881887,-16.9722891542
0.225,-0.0953564750653,-0.116210556793,2.84693258007,5.06847574601,-0.146261313063,0.173659973314,1.92294106268,-0.922941545202,0.25557869634,0.553182093273,1.95570661413,-7.16267460639,0.169858373735,0.918964362776,1.01371907483,-14.1618696177,0.0181781252233,0.596561780268,-0.532337122858,-10.0516498665,0.274878027087,0.942636680912,-3.39151410933,-15.5212033198
