s,q1,dq1,d2q1,d3q1,q2,dq2,d2q2,d3q2,q3,dq3,d2q3,d3q3,q4,dq4,d2q4,d3q4,q5,dq5,d2q5,d3q5,q6,dq6,d2q6,d3q6
0,0.009,-0.652023984192,0.324886707465,9.63366437862,-0.159,-0.317037270777,0.946743165869,6.40832058205,0.209,-0.195677862341,2.24069419096,6.80931699576,-0.009,0.192623805622,3.09592050807,1.26121754586,-0.091,0.367446091258,1.75817224153,-3.65599874973,-0.009,1.1884733544,2.26408415673,-17.0086491147
0.025,-0.00717367425634,-0.640842352792,0.571450423289,10.0669845723,-0.16661346781,-0.291379780635,1.10518220256,6.24657726447,0.204825435304,-0.137624245789,2.39976553032,5.89044911697,-0.00321462347679,0.270259038141,3.10854377416,-0.263350236731,-0.0812746143703,0.410150112492,1.65387119729,-4.68242661797,0.021373974548,1.23958678636,1.81831253721,-18.6107197817
0.05,-0.0229897256248,-0.62337689373,0.826950352907,10.346142359,-0.173536486451,-0.261824513513,1.2580590084,5.96336478477,0.202149428572,-0.0758968089147,2.53398349616,4.82372545511,0.00451156527859,0.347726675136,3.08227298857,-1.84545836528,-0.07051687042,0.449929935574,1.52442177648,-5.66437259499,0.0528824793198,1.27908268245,1.33581363385,-19.9411196544
0.075,-0.0382886763288,-0.599453802734,1.08736491254,10.4583040699,-0.179673665569,-0.228548397135,1.40235023269,5.56022038837,0.201055684519,-0.0111613240371,2.63986739392,3.62698204554,0.0141620912954,0.424039456752,3.0160399896,-3.45523259501,-0.0588076025769,0.48617291626,1.37119488433,-6.58127874428,0.0852243276821,1.30613117759,0.823783490946,-20.9684978205
0.1,-0.0529079913882,-0.569003461867,1.34839566347,10.3942069627,-0.184934976975,-0.191803171327,1.5351058761,5.04146855857,0.201610224495,0.0558353447524,2.71442421032,2.32132576198,0.0256955429764,0.498192890858,2.90953907545,-5.06166671843,-0.046242480082,0.518307000619,1.19606207848,-7.41372970418,0.118079912816,1.32009146665,0.290124588703,-21.6678057176
0.125,-0.0666847603032,-0.532066214766,1.60556012137,10.1484273812,-0.1892375948,-0.151912688967,1.65351821215,4.41414907331,0.203859519823,0.12427840897,2.75522468991,0.930666143087,0.0390453820497,0.569184594887,2.76324647121,-6.63333282327,-0.0329308390574,0.545812835728,1.00136120769,-8.14391126419,0.151116138131,1.3205274277,-0.256719731701,-22.0209123765
0.15,-0.0794584934773,-0.488795747206,1.85429013864,9.71955747319,-0.192507646869,-0.10926852332,1.75498807958,3.6878790121,0.207828976817,0.193300071151,2.76046681001,-0.518822537128,0.054120241288,0.636033900543,2.57842183455,-8.13910504124,-0.018994223718,0.568234881538,0.789851019725,-8.7560324654,0.183991685027,1.30721893029,-0.80794421193,-22.0170564871
0.175,-0.0910739720113,-0.439459962802,2.09003351113,9.11028584827,-0.194681835941,-0.0643239678342,1.8371869307,2.87465189307,0.213521813095,0.261995852756,2.72902506857,-1.99929602249,0.0708047109309,0.697801269934,2.35709168141,-9.5488792754,-0.00456466504154,0.585191260653,0.564655780975,-9.23670093323,0.216362506367,1.28016854679,-1.35456976157,-21.6531241195
0.2,-0.101384087491,-0.384439303547,2.30835637442,8.32737990637,-0.195708892114,-0.017586553702,1.89811312005,1.98857866447,0.2209183559,0.329441963603,2.66048434113,-3.48187731351,0.0889606034666,0.753607074225,2.10201505066,-10.834271472,0.0102172685558,0.596382111905,0.329201194049,-9.57524228387,0.247887428361,1.23960349354,-1.88763623031,-20.9337451822
0.225,-0.1102526079,-0.324222526232,2.50504392811,7.38156997276,-0.195550821293,0.0303907532674,1.93614105362,1.04557670439,0.229975783569,0.394713315346,2.55515743505,-4.93732099919,0.108428675354,0.802649299254,1.81663215739,-11.9692775082,0.0252046085669,0.601596248513,0.0871431121175,-9.76395580343,0.278233740601,1.18597274178,-2.39839529511,-19.8712061234
0.25,-0.117556806831,-0.259400007019,2.67619706003,6.28733777942,-0.194183919057,0.0790194824682,1.95006198946,0.0630142617918,0.240628321073,0.456901764645,2.41408586388,-6.33668861172,0.129030773655,0.844219766542,1.50499719674,-12.9308786868,0.0402462672962,0.600715961348,-0.157709275285,-9.79830014829,0.307082653934,1.11993935256,-2.87849888399,-18.4851808564
0.275,-0.123189895729,-0.190654706123,2.81832253532,5.06261417645,-0.191599524484,0.127686493233,1.93911548016,-0.940681130479,0.252787890125,0.515134164764,2.23902377032,-7.65201865053,0.150572365652,0.877718492,1.17169684495,-13.6995781455,0.0551894144036,0.593719851469,-0.401473975008,-9.67700451811,0.334134508653,1.0423682038,-3.32017866305,-16.8022863325
0.3,-0.12706320291,-0.118750981154,2.9284145655,3.72839318172,-0.187804494317,0.175765470235,1.90301067267,-1.9464408508,0.266345203825,0.568589807695,2.03240533477,-8.85697503994,0.172845400629,0.902665847781,0.821756351384,-14.2598551563,0.0698818988567,0.580683622611,-0.640278540342,-9.40210256824,0.359113621031,0.954309386377,-3.71641232803,-14.8554734537
0.325,-0.129108048475,-0.044521489868,3.00402577647,2.30827152986,-0.182821384199,0.222628818706,1.84193692503,-2.93498991397,0.281171285494,0.616516852336,1.79729640649,-9.92745829985,0.195631445222,0.9187122439,0.460535416513,-14.6005262917,0.0841746649218,0.56177881245,-0.870342292281,-8.97888821022,0.381772664483,0.856977649479,-4.06107275977,-12.6832680414
0.35,-0.129277270863,0.0311475304679,3.04332584663,0.827924709988,-0.176688330337,0.267659688317,1.75656345742,-3.8872877367,0.297119381548,0.658247357513,1.53733147722,-10.8421646107,0.218705027395,0.925645104358,0.0936162987742,-14.7150046906,0.0979241109092,0.537269490236,-1.08805646838,-8.41579435251,0.401896492318,0.751728368342,-4.34905651732,-10.3288802258
0.375,-0.127546368463,0.10733228028,3.04514638145,-0.685467957976,-0.169458631832,0.310263850801,1.64802801942,-4.78496429887,0.314027229078,0.693210571135,1.25663747219,-11.5830792181,0.241837119248,0.92339297605,-0.273313218346,-14.6014511415,0.110994340677,0.507506996412,-1.2900604055,-7.72419751117,0.419305321921,0.640030590127,-4.57638864276,-7.83920382827
0.4,-0.123914228294,0.183088352844,3.00901092055,-2.20383540505,-0.161200040739,0.349881159258,1.51791482092,-5.6107411625,0.331719630614,0.720944167738,0.959746153129,-12.1358922208,0.264798685661,0.912026676228,-0.634579243159,-14.2628133302,0.123259260375,0.472922846099,-1.47331195868,-6.9181530261,0.433857215003,0.523437781927,-4.74030132578,-5.2637299863
0.425,-0.118403423043,0.257468245612,2.93514933092,-3.69884933397,-0.151993773615,0.385996326547,1.36822223321,-6.34882717437,0.35001128142,0.74110317506,0.651497203931,-12.4903266739,0.287364224265,0.891757454027,-0.984640763327,-13.7067523233,0.134604476497,0.434019961599,-1.63515049826,-6.01406730806,0.445449804838,0.403556958554,-4.83928460922,-2.65340134797
0.45,-0.111060067479,0.329539031942,2.82449621536,-5.14256590446,-0.141933264719,0.41814877594,1.2013210145,-6.98527929239,0.368709788877,0.753466385008,0.336934294611,-12.640371079,0.30931522254,0.862932211923,-1.31820540202,-12.9454581031,0.144928955958,0.391362438351,-1.77335100754,-5.03031507377,0.454021238857,0.282016904787,-4.87310799495,-0.0594346016614
0.475,-0.101953235247,0.398399792965,2.67867335034,-6.5080591269,-0.131122686909,0.445941338979,1.01990404243,-7.50831982352,0.387618819121,0.757940104004,0.0211965890983,-12.5844106635,0.330443459828,0.826025902158,-1.6303392199,-11.9953586707,0.154146414434,0.345564083074,-1.88616801912,-3.98681086325,0.459550323128,0.160436226508,-4.84281251382,2.46786014019
0.5,-0.0911739469794,0.463198414531,2.49995655202,-7.77003070525,-0.119675271593,0.469047602664,0.826928741424,-7.90860242265,0.406541303255,0.754559160807,-0.290591728605,-12.3252543188,0.350554085762,0.781631279593,-1.91656798568,-10.8767298227,0.162186405575,0.297275991366,-1.97236837517,-2.90454524244,0.462055873645,0.0403919671172,-4.75067353898,4.88023452909
0.525,-0.0788337504141,0.523147368832,2.29122774449,-8.90538164065,-0.107711463655,0.487217740057,0.625553568652,-8.17942045068,0.425282634245,0.743485155025,-0.593431288693,-11.8700566132,0.369468411947,0.730446254365,-2.17296754634,-9.61321512237,0.168995090639,0.247173454042,-2.03125206782,-1.80509694723,0.461595297639,-0.0766104902256,-4.60013532936,7.132603811
0.55,-0.0650629224031,0.577538124186,2.05591336032,-9.89373183734,-0.095356950958,0.500282694327,0.419070065184,-8.31685269561,0.44365378596,0.725001994947,-0.882554126535,-11.2301368559,0.387026360527,0.673259143763,-2.39624119386,-8.23126776638,0.174535675557,0.195942496499,-2.06266070532,-0.710132803149,0.458262445713,-0.189165547286,-4.39571897334,9.18406870033
0.575,-0.0500083312407,0.625753858862,1.79791053269,-10.7178752196,-0.0827406108241,0.508156625361,0.210832084818,-8.31984298825,0.461474287896,0.699508837545,-1.15352450751,-10.4206996943,0.403088521356,0.610932171455,-2.58378224216,-6.75952794175,0.178788510139,0.144266363036,-2.06697344953,0.359092458732,0.452184792233,-0.295992904976,-4.14290604383,10.9988326794
0.6,-0.0338310053494,0.667280195076,1.5215028312,-11.3641594413,-0.0699924176248,0.510837569259,0.00418387990806,-8.1902118565,0.478574992678,0.667510604911,-1.40233160528,-9.46046413029,0.417537778768,0.544383602406,-2.73372038802,-5.22815082797,0.181750851957,0.092812258099,-2.0450905738,1.38222437875,0.443520016522,-0.395959894943,-3.84800086073,12.5469926903
0.625,-0.0167034608839,0.701713716315,1.23126754418,-11.8227811091,-0.0572413563443,0.508406303452,-0.197611250857,-7.93260001979,0.494800578529,0.629606308532,-1.62547185346,-8.37121006886,0.430280478992,0.474568932662,-2.84495082446,-3.66810158588,0.183436305152,0.0422186489645,-1.99840509012,2.34027313489,0.432452070784,-0.488100135344,-3.51797476913,13.8051843082
0.65,0.00119315391411,0.728768083835,0.931976711891,-12.0879895029,-0.0446133866208,0.501023452678,-0.391440063552,-7.55434518704,0.510011735349,0.586475464215,-1.82001904407,-7.17725351858,0.441247120075,0.40246157371,-2.91714549399,-2.11043446196,0.183873951867,-0.00691658051464,-1.92876318219,3.21604289121,0.419186831874,-0.57162810835,-3.1602962709,14.7570660735
0.675,0.0196720358763,0.748277625256,0.628494262719,-12.1581940088,-0.0322295003702,0.488924912654,-0.57440458689,-7.06529524677,0.524086990657,0.538862924996,-1.98368054635,-5.90486329506,0.450392557268,0.329033481089,-2.95074630303,-0.585573502485,0.183107200973,-0.0540468572811,-1.83841445126,3.9945157921,0.403947442856,-0.645949357287,-2.7827511811,15.3936316156
0.7,0.038543761424,0.760198328245,0.325671695016,-12.0359728303,-0.0202039136717,0.472415707965,-0.743881921517,-6.47756248713,0.536924140352,0.487562495858,-2.11483835946,-4.58163349529,0.457695728117,0.255236175871,-2.94694055631,0.877387690876,0.181192385134,-0.098686288055,-1.72995322639,4.6631813904,0.386969456545,-0.71066610869,-2.3932572128,15.7133424408
0.725,0.0576193133679,0.764606233834,0.0282447779644,-11.7279829515,-0.00864243021881,0.451862437457,-0.89757721952,-5.80522491801,0.548441258655,0.433399721649,-2.21257408285,-3.23582707533,0.463158912572,0.181982595803,-2.90761930036,2.25135022325,0.178197142796,-0.14041746444,-1.60625240444,5.21230364646,0.368495896652,-0.76557823644,-1.99967751682,15.7220786633
0.75,0.0767130355575,0.761693285526,-0.259266284591,-11.2447737316,0.00235899061811,0.427684493431,-1.03356861119,-5.06398205238,0.558577271677,0.377214257636,-2.27667728144,-1.89570655281,0.466806554086,0.11013019042,-2.83531967851,3.51182215143,0.174198626386,-0.178897537613,-1.47039146307,5.63511917694,0.348772352864,-0.810679598657,-1.60963771537,15.4329094282
0.775,0.0956454531064,0.751760750443,-0.532650872457,-10.6005088609,0.0127154330918,0.400344269333,-1.15034304417,-4.27077360766,0.567292089377,0.319842240155,-2.30763712725,-0.588868150254,0.468683677665,0.0404656420295,-2.73315278504,4.63746397526,0.169281581599,-0.213862438924,-1.32558042693,5.92796212746,0.32804222395,-0.846149890544,-1.23035086914,14.8656892044
0.8,0.114245899546,0.735210385936,-0.788093941087,-9.81260363626,0.0223539693834,0.370336593759,-1.24682222332,-3.44337048345,0.574566301122,0.262099072667,-2.3066176069,0.658404410394,0.468853949856,-0.0263084471975,-2.60471885468,5.61055429859,0.163536345212,-0.245129168518,-1.17508166049,6.09031285132,0.306542218096,-0.872342264931,-0.868454609216,14.0464903911
0.825,0.132354897267,0.71253357789,-1.02225197888,-8.90128657378,0.0312143327298,0.338177645895,-1.32237808231,-2.59994803721,0.580400450306,0.204763030289,-2.27541698398,1.82175075577,0.467397433573,-0.0895846115558,-2.45401192629,6.41736456245,0.1570568102,-0.272596121603,-1.02213140814,6.12476945192,0.284498212038,-0.8897670744,-0.529864353248,13.006886694
0.85,0.149826243869,0.684298724134,-1.23231717033,-7.88909621315,0.0392493097211,0.304393618548,-1.37683747436,-1.7586520984,0.584813913322,0.148560063796,-2.21641258772,2.87929453449,0.464408097217,-0.148859087819,-2.28531636946,7.04843400304,0.149938407084,-0.296241470087,-0.869863001944,6.03694314406,0.262121560558,-0.899072181921,-0.219646117532,11.7831053768
0.875,0.166528764392,0.651137176832,-1.41606829715,-6.80032553403,0.0464248488378,0.269509399465,-1.410476033,-0.937168323591,0.587843417295,0.0941501528139,-2.13249235483,3.8121403518,0.459991142632,-0.203737719417,-2.10309785349,7.49873845333,0.142276149422,-0.316119664855,-0.721233610128,5.83528026132,0.239605935675,-0.901020368757,0.0580880570796,10.4150696961
0.9,0.182347697672,0.613728090359,-1.57190723636,-5.66042766964,0.052719889053,0.234037539527,-1.42400141811,-0.152305396908,0.589541239294,0.0421155181644,-2.02697487132,4.60479498656,0.454260219895,-0.253939093467,-1.91189146533,7.76774922707,0.134162789119,-0.332356169676,-0.578956305826,5.53081553783,0.217124760772,-0.896464436835,0.300259614855,8.9453555013
0.925,0.197185694059,0.57278254534,-1.69888026895,-4.49539752642,0.0581259189483,0.198467767806,-1.41852642137,0.580397776463,0.589973136879,-0.0070490439104,-1.90351993772,5.24550279043,0.447334598727,-0.299294873922,-1.71618974312,7.85938103523,0.125687123936,-0.345140580613,-0.445439098813,5.13686297832,0.194829289233,-0.886320656368,0.504876106667,7.4180880646
