s,q1,dq1,d2q1,d3q1,q2,dq2,d2q2,d3q2,q3,dq3,d2q3,d3q3,q4,dq4,d2q4,d3q4,q5,dq5,d2q5,d3q5,q6,dq6,d2q6,d3q6
0,0.209697070466,3.85520502797,-61.2639252118,-540.491601275,0.226998971247,0.530366381847,-94.6465735958,917.138759424,0.501201098473,2.91760108497,-43.8874879065,-1203.15913623,0.346416559329,-0.523936313725,-49.5466277303,-215.596514355,0.11802318832,1.38454586732,-65.4627605431,1270.93166753,0.471933138006,4.94875746853,-83.0775145523,-1181.26911016
0.00333333333333,0.222204172199,3.64812114601,-62.9465937483,-468.837917109,0.228246960212,0.220277040875,-91.3169521076,1079.26233017,0.510675253527,2.76470308945,-47.827086715,-1159.56187651,0.344393562862,-0.690232073994,-50.2135026359,-184.411435834,0.122282728776,1.17366520658,-60.9873491016,1411.82763088,0.487960283284,4.66541493613,-86.8838337376,-1101.76656035
0.00666666666667,0.234012090902,3.43582933145,-64.3878583356,-395.696732172,0.228480803662,-0.0778286215202,-87.4612403435,1232.6139392,0.5196181406,2.59892673757,-51.6111036339,-1109.84860577,0.341812735892,-0.858576238079,-50.7753027717,-152.56534229,0.125865043423,0.978457153533,-56.0678128863,1537.21541927,0.503022304887,4.36983459644,-90.4177732581,-1017.89812314
0.01,0.245104816672,3.21914199771,-65.5832386277,-321.355698341,0.227743314131,-0.362247662967,-83.1104319333,1376.15240468,0.527987733567,2.42082416952,-55.2195560008,-1054.26710699,0.338667838109,-1.02861503739,-51.2299626599,-120.141271757,0.128824744193,0.800313910859,-50.757676657,1646.0209278,0.517079949763,4.06294799666,-93.6653586755,-930.013978867
0.0133333333333,0.255469070759,2.99888488564,-66.5292210638,-246.10704406,0.226082802118,-0.631386111197,-78.2988764259,1508.90652884,0.535743956205,2.23101269887,-58.6333399196,-993.096623046,0.334953819389,-1.19998828292,-51.5756964366,-87.2239165618,0.13122077993,0.640443573461,-45.1137964594,1737.32096101,0.530097145463,3.74573128667,-96.6138126281,-838.481927552
0.0166666666667,0.265094344595,2.77589381761,-67.2232722064,-170.246421552,0.223552694653,-0.883769748859,-73.0640345708,1629.9818751,0.542848894367,2.03017171129,-61.8343326936,-926.64636904,0.330666839636,-1.372330306,-51.8110029836,-53.8993930182,0.133115805139,0.499859878297,-39.1958426422,1810.35137319,0.54204114206,3.4192011338,-99.2516108643,-743.68575727
0.02,0.27397292793,2.55101141351,-67.6638482136,-94.0717405993,0.220211119312,-1.11805404592,-67.4462118955,1738.56700564,0.549266997253,1.81903923031,-64.8054900288,-855.253883743,0.325804285455,-1.54527091503,-51.9346702856,-20.2550071925,0.134575517482,0.3793737201,-33.0657580823,1864.51379241,0.552882640152,3.08441046018,-101.568532717,-646.023541091
0.0233333333333,0.282099925982,2.3250837818,-67.8504004072,-17.8819934723,0.216120456644,-1.33303317041,-61.4882724509,1833.9391357,0.554965266706,1.59840816859,-67.5309374858,-779.283228875,0.320364783617,-1.7184363652,-51.9457790008,13.6209826277,0.135667970045,0.279586507661,-26.7871964419,1899.38086854,0.562595904378,2.74244402128,-103.555705792,-545.905870132
0.0266666666667,0.289473265534,2.09895719841,-67.7833769166,58.0239243355,0.211346864185,-1.52764801469,-55.2353347375,1915.46916508,0.559913433517,1.36912228456,-69.9960556894,-699.123045962,0.314348211269,-1.89145033903,-51.8437052355,47.6396061074,0.136462864607,0.200885418946,-20.4249454581,1914.69999873,0.571158861971,2.3944138455,-105.205644671,-443.754030665
0.03,0.296093689957,1.8734747868,-67.4642203904,133.348392928,0.205959775438,-1.70099318143,-48.7344519473,1982.62605149,0.564084119788,1.13207186612,-72.1875588375,-615.184481178,0.307755702866,-2.06393493465,-51.6281225145,81.7114230226,0.137030832323,0.143440596405,-14.0443404001,1910.39549743,0.578553185894,2.04145455494,-106.512283454,-339.998133443
